파일	줄	문장 앞 60자	종류(rule|claim|evidence|connective|other)	Why 있음(예/아니오)	근거 경로(있으면)	판정(keep|rewrite|delete)	이유
system/lenses/feedback-loop.md	55	이 렌즈는 개입 전 검사지 개입의 대체물이 아니다.	evidence	아니오		keep	다이어그램 사용 범위를 한정한다.
system/lenses/feedback-loop.md	64	ρ가 1로 갈 때의 폭발은 극한이 찾고 이 렌즈가 설명한다.	other	예	paper:Erlang M/M/1	keep	극한 렌즈와의 역할 관계를 설명한다.
system/lenses/feedback-loop.md	56	두 스텝 규칙으로 제한한다.	rule	예	system/lenses/README.md:51	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/feedback-loop.md	63	장부는 스냅샷의 수지, 되먹임은 흐름의 동역학이다.	other	아니오		keep	두 렌즈의 역할 관계를 정의한다.
system/lenses/feedback-loop.md	65	흡수상태로의 추락은 대부분 강화 루프를 탄다.	other	아니오		rewrite	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/lenses/feedback-loop.md	74	Forrester, Meadows, 대기행렬 이론, Goodhart, Senge를 원전으로 든다.	evidence	예	paper:Forrester Industrial Dynamics; paper:Meadows Thinking in Systems; paper:Erlang M/M/1; paper:Goodhart 1975	keep	핵심 개념의 출처 목록이다.
system/lenses/feedback-loop.md	66	기존 구조가 균형 루프 부품일 수 있으니 철거 전 루프를 확인한다.	rule	예	system/lenses/feedback-loop.md:66	keep	철거가 균형 기능을 없앨 수 있다는 이유가 문장 안에 있다.
system/lenses/feedback-loop.md	70	사용 원장은 인스턴스마다 따로 쌓고 적용할 때마다 한 줄 추가한다.	rule	예	system/lenses/README.md:51	keep	렌즈 적용 실적을 남기는 기록 절차다.
system/lenses/fence.md	7	개혁가는 쓸모없으니 치우자고 한다.	evidence	예	paper:Chesterton The Thing 1929	keep	사고실험의 한 입장을 제시한다.
system/lenses/fence.md	8	쓸모를 알아낸 다음 치우고 싶으면 치워라.	rule	예	system/lenses/fence.md:14-17	keep	철거 전 압축된 실패 이력을 회수하기 위한 순서다.
system/lenses/fence.md	3	이 관행은 어떤 지대를 냈나? 그 조건이 아직 사나?	rule	예	system/lenses/fence.md:14-17	keep	렌즈의 호출 질문이다.
system/lenses/fence.md	14	유지 비용을 내고도 살아남았다면 어딘가에서 지대를 냈다.	evidence	예	system/lenses/fence.md:14-17	keep	관행의 존속과 편익 사이의 가설을 제시한다.
system/lenses/fence.md	7	들판 한가운데 이유를 알 수 없는 울타리가 있다.	evidence	예	paper:Chesterton The Thing 1929	keep	원전의 사고실험을 도입한다.
system/lenses/fence.md	15	울타리에는 문서화되지 않은 실패 이력이 압축되어 있다.	evidence	예	paper:Chesterton The Thing 1929	keep	철거 전 조사할 정보의 성격을 설명한다.
system/lenses/fence.md	8	쓸모를 모르겠다면 절대 치우지 마라.	rule	예	paper:Chesterton The Thing 1929	keep	문서화되지 않은 실패를 재구매할 수 있다는 작동 원리가 뒤에 있다.
system/lenses/fence.md	9	존속한 구조는 어떤 대가를 치르고 살아남았다.	evidence	예	paper:Taleb Lindy effect	keep	존속을 비용을 낸 생존으로 해석한다.
system/lenses/fence.md	10	이유가 안 보이는 것은 대개 문서화되지 않아서다.	other	아니오		rewrite	대개라는 빈도 주장을 뒷받침할 표본이나 출처가 없다.
system/lenses/fence.md	21	왜 만들었는지와 부활 조건을 명시하고 철거한다.	rule	예	system/lenses/fence.md:22	keep	부활 조건이 철거의 안전망이기 때문이다.
system/lenses/fence.md	14	지속된 관행은 선택 과정을 통과한 생존자다.	evidence	예	system/lenses/silence.md:14-17	keep	선택 과정으로 존속을 해석한다.
system/lenses/fence.md	15	이것은 보수주의가 아니라 정보 회수다.	evidence	예	system/lenses/fence.md:15-17	keep	렌즈의 목적을 보존 자체와 구분한다.
system/lenses/fence.md	23	이상한 코드에서는 이력 추적 먼저, 리팩토링은 나중이다.	rule	예	system/lenses/fence.md:24	keep	이상함이 미지의 엣지케이스 화석일 수 있기 때문이다.
system/lenses/fence.md	16	압축을 풀지 않으면 같은 실패를 비싸게 재구매한다.	evidence	예	system/lenses/fence.md:15-17	keep	철거 전 조사 규칙의 이유다.
system/lenses/fence.md	25	유지 비용을 대납할 만큼 이득을 보는 사람을 찾는다.	rule	예	system/lenses/fence.md:26	keep	대납자를 찾으면 관행의 실제 기능을 추적할 수 있다.
system/lenses/fence.md	26	대납자를 찾으면 울타리의 진짜 기능이 보인다.	evidence	예	system/lenses/fence.md:25-26	keep	지대 추적의 기대 결과를 설명한다.
system/lenses/fence.md	27	조건이 죽었으면 철거가 정당하다.	rule	예	system/lenses/fence.md:27-29	keep	유지 근거가 된 조건의 소멸을 철거 기준으로 삼는다.
system/lenses/fence.md	28	초록으로 거르는 관행은 읽기가 비싸다는 조건의 울타리였다.	evidence	예	system/WORKING-WITH-AI.md:15-31	keep	읽기 비용 제약에서 생긴 관행이라는 다른 문서의 설명과 맞는다.
system/lenses/fence.md	29	읽기 비용이 무너지면 그 울타리는 철거 대상이다.	rule	예	system/WORKING-WITH-AI.md:15-31	keep	관행을 정당화한 비용 조건이 소멸했기 때문이다.
system/lenses/fence.md	22	부활 조건이 철거의 안전망이다.	evidence	예	system/lenses/fence.md:21-22	keep	앞 규칙의 이유를 직접 말한다.
system/lenses/fence.md	24	이상함은 대부분 만난 적 없는 엣지케이스의 화석이다.	claim	예	system/lenses/README.md:51	rewrite	수치를 테스트·결정·원 실행의 시점값 또는 장난감 입력값으로 한정해 계보와 범위를 연결했다.
system/lenses/fence.md	33	레거시 단계를 제거하기 전 장애 시나리오를 재현한다.	rule	예	system/lenses/fence.md:34	keep	재현하지 못하면 단계의 기능을 아직 이해하지 못한 상태다.
system/lenses/fence.md	34	재현 실패는 아직 이해하지 못한 것이다.	evidence	예	system/lenses/fence.md:33-34	keep	설계 적용의 판정 기준이다.
system/lenses/fence.md	27	울타리가 정당했던 조건이 아직 사는지 묻는다.	rule	예	system/lenses/fence.md:27-29	keep	조건이 죽었으면 유지 편익도 소멸할 수 있기 때문이다.
system/lenses/fence.md	35	정설 데이터를 복원하고 신설이 그 데이터까지 설명하는지 검사한다.	rule	예	system/lenses/fence.md:36	keep	기존 증거를 설명하지 못하면 뒤집기가 아니라 회피이기 때문이다.
system/lenses/fence.md	40	복원 조건과 함께 버린다.	rule	예	system/lenses/fence.md:21-22	keep	조건이 재발할 때 관행을 복구할 안전망을 남긴다.
system/lenses/fence.md	42	이력을 추적해 3년 전 장애를 찾고 그 API를 아직 쓰는지 묻는다.	rule	예	system/lenses/fence.md:42-44	keep	예시에서 기원과 존속 조건을 한 흐름으로 확인한다.
system/lenses/fence.md	36	설명하지 못하면 뒤집기가 아니라 회피다.	evidence	예	system/lenses/fence.md:35-36	keep	앞 검사 규칙의 실패 해석이다.
system/lenses/fence.md	44	쓰면 유지하고 아니면 복원 주석과 함께 제거한다.	rule	예	system/lenses/fence.md:42-44	keep	API 사용 여부가 timeout의 존속 조건이기 때문이다.
system/lenses/fence.md	37	관행이 방어하는 사고를 확인한 뒤 생략한다.	rule	예	system/lenses/fence.md:14-17	keep	문서화되지 않은 실패를 재구매하지 않기 위한 순서다.
system/lenses/fence.md	39	오래된 습관을 버리기 전 지켜주던 것의 목록을 쓴다.	rule	예	system/lenses/fence.md:14-17	keep	습관에 압축된 보호 기능을 먼저 회수한다.
system/lenses/fence.md	48	항상 지대를 아직 내는지 묻는다.	rule	예	system/lenses/fence.md:48-49	keep	과거 편익만으로 현재 보존을 정당화하지 않게 한다.
system/lenses/fence.md	49	과거에 지대를 냈다는 것은 보존 사유가 아니다.	evidence	예	system/lenses/fence.md:27-29	keep	소멸 조건 검사의 핵심 판정이다.
system/lenses/fence.md	42	장난감 예시: 설정 파일의 의미 불명 타임아웃 30초.	evidence	예	system/lenses/fence.md:42-44	keep	수치는 사실 주장이 아니라 장난감 예시의 입력이다.
system/lenses/fence.md	51	존속 이유는 기능이 아니라 권력이나 우연일 수 있다.	evidence	예	system/lenses/silence.md:14-17	keep	존속을 곧 정당화로 읽는 오류를 제한한다.
system/lenses/fence.md	52	어떤 선택 과정이 관행을 살렸는지까지 묻는다.	rule	예	system/lenses/fence.md:51-52	keep	권력이나 우연에 의한 존속을 기능과 구분하기 위해서다.
system/lenses/fence.md	44	이것이 풀 사이클이다.	connective	예	system/lenses/fence.md:42-44	keep	예시의 조사와 판정 순환을 닫는다.
system/lenses/fence.md	48	모든 관행을 보존하면 렌즈가 아니라 관성이다.	evidence	예	system/lenses/fence.md:48-49	keep	울타리 숭배라는 실패 지형을 정의한다.
system/lenses/fence.md	56	울타리는 생존자를 존중하라고 한다.	evidence	예	system/lenses/fence.md:14-17	keep	울타리 렌즈의 관점을 압축한다.
system/lenses/fence.md	56	울타리와 침묵은 같은 선택 과정을 반대편에서 본다.	evidence	예	system/lenses/silence.md:67-68	keep	상대 문서와 관계 설명이 일치한다.
system/lenses/fence.md	57	순서는 침묵 먼저, 울타리 나중이다.	rule	예	system/lenses/silence.md:67-68	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/fence.md	57	침묵은 생존자만 봄을 의심하라고 한다.	evidence	예	system/lenses/silence.md:14-17	keep	침묵 렌즈의 관점을 압축한다.
system/lenses/fence.md	58	균형 루프 부품인 울타리를 철거하면 계가 발진한다.	evidence	예	system/lenses/feedback-loop.md	keep	되먹임 렌즈와의 연결을 설명한다.
system/lenses/fence.md	50	남의 울타리에는 엄격하고 내 울타리에는 관대해질 수 있다.	evidence	예	system/lenses/mirror.md	keep	비대칭 적용이라는 오용을 표시한다.
system/lenses/fence.md	59	철거 결정은 역산을 통과한 뒤에만 한다.	rule	예	system/lenses/inversion.md	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/lenses/fence.md	63	렌즈를 쓸 때마다 한 줄 append한다.	rule	예	system/rituals.md:114-117	keep	라벨이 없으면 사용 여부를 알 수 없다는 실측 이유가 있다.
system/lenses/fence.md	63	사용 원장은 인스턴스마다 따로 쌓는다.	rule	예	system/rituals.md:114-119	keep	적용 사례에 개인사와 회사 내용이 들어가 데이터 국경을 지킨다.
system/lenses/fence.md	67	Chesterton, 시스템 운영 전통, Lindy 효과.	evidence	예	paper:Chesterton The Thing 1929; paper:Taleb Lindy effect	keep	렌즈의 원전과 인접 개념을 밝힌다.
system/lenses/feynman.md	1	# 파인만 렌즈	other	아니오		keep	렌즈 제목이다.
system/lenses/feynman.md	5	## 핵심 직관	connective	아니오		keep	핵심 명제 절을 구획한다.
system/lenses/feynman.md	8	전문용어 없이 설명하고 최소 사례를 손으로 계산해본다.	rule	예	system/lenses/feynman.md:13	keep	은폐를 제거하고 수치 불일치를 드러내는 절차다.
system/lenses/feynman.md	11	## 작동 원리	connective	아니오		keep	렌즈의 메커니즘 절을 구획한다.
system/lenses/feynman.md	3	이름을 아는가, 작동을 아는가?	rule	예	system/lenses/feynman.md:7	keep	명명과 이해를 분리하는 진단 질문이다.
system/lenses/feynman.md	3	장난감으로 계산해봤나?	rule	예	system/lenses/feynman.md:15	keep	서사가 아닌 계산으로 모형을 검증하게 한다.
system/lenses/feynman.md	13	용어 하나가 이해 안 된 부분을 가려준다.	claim	예	system/lenses/feynman.md:14	keep	용어 금지 시 구멍이 드러난다는 메커니즘이 이어진다.
system/lenses/feynman.md	7	무언가의 이름을 아는 것과 그것을 아는 것은 다른 일이다.	evidence	예	system/lenses/feynman.md:62	keep	렌즈가 겨냥하는 구분을 선언한다.
system/lenses/feynman.md	7	이해했다는 느낌은 캐시된 문장의 열람에서도 나오므로 믿을 수 없다.	claim	예	system/lenses/feynman.md:7	rewrite	인과 설명은 있으나 원전의 정확한 장·구절이 없어 검증 가능한 출처를 보강해야 한다.
system/lenses/feynman.md	8	유일하게 믿을 수 있는 시험은 재유도다.	rule	예	system/lenses/feynman.md:7	rewrite	유일하다는 절대 표현은 제시된 원전만으로 뒷받침되지 않는다.
system/lenses/feynman.md	17	## 변형	connective	아니오		keep	렌즈 변형 절을 구획한다.
system/lenses/feynman.md	9	막히는 지점이 정확히 이해가 끝나는 지점이다.	claim	예	system/lenses/feynman.md:13	rewrite	정확히라는 강한 경계 주장은 다른 실패 원인을 배제하지 못한다.
system/lenses/feynman.md	19	해당 분야 단어 없이 옆 분야 사람에게 설명한다.	rule	예	system/lenses/feynman.md:13	keep	전문용어의 은폐를 제거하는 실행법이다.
system/lenses/feynman.md	21	계산 전에 결과를 등록하고 실행한 뒤 차이를 심문한다.	rule	예	system/lenses/feynman.md:23	keep	사후 합리화를 막는 순서다.
system/lenses/feynman.md	13	전문용어는 압축이면서 동시에 은폐다.	claim	예	system/lenses/feynman.md:13	rewrite	은폐 가능성은 설명하지만 모든 전문용어에 대한 일반화 근거는 없다.
system/lenses/feynman.md	22	예측 등록을 빼먹으면 사후에 그럴 줄 알았다고 하게 된다.	claim	예	system/lenses/feynman.md:23	keep	사후 합리화가 드릴을 무효화하는 메커니즘이 이어진다.
system/lenses/feynman.md	14	용어를 금지하면 은폐가 불가능해져 구멍이 드러난다.	claim	예	system/lenses/feynman.md:13	rewrite	불가능하다는 절대 표현 대신 드러날 가능성이 커진다고 낮춰야 한다.
system/lenses/feynman.md	14	장난감 계산이 작동하는 이유도 같다.	connective	아니오		keep	다음 계산 메커니즘을 앞 원리와 연결한다.
system/lenses/feynman.md	23	그 결과 드릴 전체가 무효가 된다.	claim	예	system/lenses/feynman.md:21	rewrite	전체 무효라는 절대 판정 대신 예측 검증력이 사라진다고 구체화해야 한다.
system/lenses/feynman.md	15	모형이 틀렸으면 숫자가 안 맞는다.	claim	예	system/lenses/feynman.md:15	rewrite	틀린 모형도 특정 사례에는 맞을 수 있어 충분조건처럼 읽힌다.
